chunk_id,podcast_id,filename,podcast_title,chunk_index,content_preview,embedding_size
188,6,2025-06-21_All-In with Chamath_ Jason_ Sacks _ Friedberg_IPOs and SPACs are Back_ Mag 7 Showdown_ Zuck on Tilt_ Apple_s Fumble_ GENIUS Act passes Senate.txt,All In with Chamath Jason Sacks Friedberg IPOs and SPACs are Back Mag 7 Showdown Zuck on Tilt Apple s Fumble GENIUS Act passes Senate,4,"would. The problem is it's very expensive. It's hard to get an appointment or insurance won't cover it. But if the cost to a doctor goes down because they can leverage AI, the throughput goes up by 10",16021
462,10,2025-07-14_Lex Fridman Podcast__474 _ DHH_ Future of Programming_ AI_ Ruby on Rails_ Productivity _ Parenting.txt,Lex Fridman Podcast 474 DHH Future of Programming AI Ruby on Rails Productivity Parenting,151,GitHub donations is one way of doing it. I donate to a few people even though I don't love the paradigm. I also accept that we can have multiple paradigms. I accept that I can do open source for one s,16002
535,13,2025-07-06_Signals and Threads_Python_ OCaml_ and Machine Learning with Laurent Mazare.txt,Signals and Threads Python OCaml and Machine Learning with Laurent Mazare,28,being a system which gives you a lot of the things that are most attractive about rust but is all in more ergonomic because you don't have to do the extra work of thinking about explicit tracking of t,15995
356,10,2025-07-14_Lex Fridman Podcast__474 _ DHH_ Future of Programming_ AI_ Ruby on Rails_ Productivity _ Parenting.txt,Lex Fridman Podcast 474 DHH Future of Programming AI Ruby on Rails Productivity Parenting,45,"doing this as a performance for my benefit? But that's not actually how it thinks. If this is how it actually thinks, okay, I'm a little scared. This is incredibly human how it thinks in this way. But",15992
428,10,2025-07-14_Lex Fridman Podcast__474 _ DHH_ Future of Programming_ AI_ Ruby on Rails_ Productivity _ Parenting.txt,Lex Fridman Podcast 474 DHH Future of Programming AI Ruby on Rails Productivity Parenting,117,"mean there isn't plenty of ways that I have to be part of that and have to chip in, but it's allowed me to continue to work the 40 hours a week that I've always worked. But it's made the 40 hours more",15993
92,3,2025-06-13_All-In with Chamath_ Jason_ Sacks _ Friedberg_ICE Raids_ LA Riots_ Strong Economic Data_ Politicized Fed_ Iran War with Tucker Carlson.txt,All In with Chamath Jason Sacks Friedberg ICE Raids LA Riots Strong Economic Data Politicized Fed Iran War with Tucker Carlson,46,and this there's an amazing actual Anthony Bourdain episode from Iran and it was he said it was his favorite episode. Rest in peace Anthony Bourdain. But the demographics here are just going to drive ,15968
843,23,2025-07-06_Signals and Threads_What Is an Operating System_ with Anil Madhavapeddy.txt,Signals and Threads What Is an Operating System with Anil Madhavapeddy,0,# Podcast Transcript # Show: Signals and Threads # Episode: What Is an Operating System? with Anil Madhavapeddy # YouTube URL: https://www.youtube.com/watch?v=QQKD3ul0R0U # Downloaded: 2025-07-19 20:5,16039
741,20,2025-07-04_All-In with Chamath_ Jason_ Sacks _ Friedberg_Big Beautiful Bill_ Elon_Trump_ Dollar Down Big_ Harvard_s Money Problems_ Figma IPO.txt,All In with Chamath Jason Sacks Friedberg Big Beautiful Bill Elon Trump Dollar Down Big Harvard s Money Problems Figma IPO,14,don't have a strong model and there's a ton of economic debate on this point which is how did tax cuts stimulate GDP growth and job creation and income growth for people with jobs. The one argument is,15980
176,5,2025-07-19_All-In with Chamath_ Jason_ Sacks _ Friedberg_Trump vs Powell_ Solving the Debt Crisis_ The _10T AGI Prize_ GENIUS Act Becomes Law.txt,All In with Chamath Jason Sacks Friedberg Trump vs Powell Solving the Debt Crisis The 10T AGI Prize GENIUS Act Becomes Law,30,"have it, folks. All right. Reporting from our capital, David Saxs or Zar of AI and cryptocurrency. I'll see you next Wednesday in DC for a very important summit. All right, besties. I'm here at the Wh",16012
881,24,2025-06-24_Software Engineering Daily_Google Ventures with Erik Norlander.txt,Software Engineering Daily Google Ventures with Erik Norlander,6,million the math doesn't make sense for our fund given its size these days yeah and you know I think one of the especially again to kind of The Listener base we have probably one of the I would say mo,15994
243,7,2025-06-12_TanStack and the Future of Frontend with Tanner Linsley.txt,TanStack and the Future of Frontend with Tanner Linsley,5,"the time it's going to be - if you just share the types, you're going to be okay. But we wanted some extra security around things. And so we added first class validation support for server function pa",15969
664,17,2025-07-11_All-In with Chamath_ Jason_ Sacks _ Friedberg_Grok 4 Wows_ The Bitter Lesson_ Elon_s Third Party_ AI Browsers_ SCOTUS backs POTUS on RIFs.txt,All In with Chamath Jason Sacks Friedberg Grok 4 Wows The Bitter Lesson Elon s Third Party AI Browsers SCOTUS backs POTUS on RIFs,26,"that I bought 1845."" Guys, Jason Jason is Jason is the daddy and GoDaddy. Okay. I'm your dad. I'm your daddy. That's what it is. Who's your daddy? Hey, speaking of daddy. Let's go on to our next story",16000
636,16,2025-06-04_All-In with Chamath_ Jason_ Sacks _ Friedberg_Jared Isaacman_ What went wrong at NASA _ The All-In Interview.txt,All In with Chamath Jason Sacks Friedberg Jared Isaacman What went wrong at NASA The All In Interview,30,"through his mind. Like I said, I think he spends a lot of time trying to solve a lot of world's problems and and a problem for this country and I think a lot of people agree with it is that the um you",16034
738,20,2025-07-04_All-In with Chamath_ Jason_ Sacks _ Friedberg_Big Beautiful Bill_ Elon_Trump_ Dollar Down Big_ Harvard_s Money Problems_ Figma IPO.txt,All In with Chamath Jason Sacks Friedberg Big Beautiful Bill Elon Trump Dollar Down Big Harvard s Money Problems Figma IPO,11,is in an energy deficit? How many days a year is California in an energy deficit? Doesn't have enough energy. It would be during the summer months. You know where electricity prices go crazy where the,15989
824,22,2025-05-31_All-In with Chamath_ Jason_ Sacks _ Friedberg_AI Doom vs Boom_ EA Cult Returns_ BBB Upside_ US Steel and Golden Votes.txt,All In with Chamath Jason Sacks Friedberg AI Doom vs Boom EA Cult Returns BBB Upside US Steel and Golden Votes,23,competition around AI. Now the question is how does that end up? I mean it could end up in a tie or in it could end up in a situation where both countries benefit. Maybe open source wins. Maybe neithe,15943
64,3,2025-06-13_All-In with Chamath_ Jason_ Sacks _ Friedberg_ICE Raids_ LA Riots_ Strong Economic Data_ Politicized Fed_ Iran War with Tucker Carlson.txt,All In with Chamath Jason Sacks Friedberg ICE Raids LA Riots Strong Economic Data Politicized Fed Iran War with Tucker Carlson,18,"here for 10 or 20 decades, pay a fine, pay some extra taxes, and we give these people a path to citizenship. And we recruit the top one to two million people. That's my belief. You do that before or a",16005
421,10,2025-07-14_Lex Fridman Podcast__474 _ DHH_ Future of Programming_ AI_ Ruby on Rails_ Productivity _ Parenting.txt,Lex Fridman Podcast 474 DHH Future of Programming AI Ruby on Rails Productivity Parenting,110,"It was an open truth through all of history. You listen to anyone who's ever had children, they will all say, ""My children are the most important to me."" Yet somehow that wisdom couldn't sink in until",15957
667,17,2025-07-11_All-In with Chamath_ Jason_ Sacks _ Friedberg_Grok 4 Wows_ The Bitter Lesson_ Elon_s Third Party_ AI Browsers_ SCOTUS backs POTUS on RIFs.txt,All In with Chamath Jason Sacks Friedberg Grok 4 Wows The Bitter Lesson Elon s Third Party AI Browsers SCOTUS backs POTUS on RIFs,29,"congressional seats? Okay. So, first I have this axiom that I'm making up right now. Okay. Okay. It's called Elon is almost always right. Okay. Okay. All right. Elon was right about everything. Seriou",15988
377,10,2025-07-14_Lex Fridman Podcast__474 _ DHH_ Future of Programming_ AI_ Ruby on Rails_ Productivity _ Parenting.txt,Lex Fridman Podcast 474 DHH Future of Programming AI Ruby on Rails Productivity Parenting,66,"None of those roles are in your organization fulltime. Occasionally you need a manager. Occasionally you need a lawyer. I can play the role of manager occasionally, fine. And then I can set it back do",15966
437,10,2025-07-14_Lex Fridman Podcast__474 _ DHH_ Future of Programming_ AI_ Ruby on Rails_ Productivity _ Parenting.txt,Lex Fridman Podcast 474 DHH Future of Programming AI Ruby on Rails Productivity Parenting,126,"can. Because I think the moment you start thinking about being able to die, you can't do it. You can't go fast. - Well, I'm sure not to go all Carl Jung and Freud here, but I'm sure that's always pres",15971
172,5,2025-07-19_All-In with Chamath_ Jason_ Sacks _ Friedberg_Trump vs Powell_ Solving the Debt Crisis_ The _10T AGI Prize_ GENIUS Act Becomes Law.txt,All In with Chamath Jason Sacks Friedberg Trump vs Powell Solving the Debt Crisis The 10T AGI Prize GENIUS Act Becomes Law,26,"kind of the unsung hero. Bo, how are you uh how are you doing all this while finishing up your degree? When do you when do you graduate from college? The kid looks like he's 20 years old. How old are ",15961
303,9,2025-06-19_All-In with Chamath_ Jason_ Sacks _ Friedberg_Tony Robbins _ All-In Live from Miami.txt,All In with Chamath Jason Sacks Friedberg Tony Robbins All In Live from Miami,18,"top regenerative scientists in the world, right? So it's a big book 700 page and this guy's marking it and he's you know just going crazy. And my friend loves to see how people respond. He says, ""So w",16009
414,10,2025-07-14_Lex Fridman Podcast__474 _ DHH_ Future of Programming_ AI_ Ruby on Rails_ Productivity _ Parenting.txt,Lex Fridman Podcast 474 DHH Future of Programming AI Ruby on Rails Productivity Parenting,103,"store, you're not selling an app to a customer. You're selling an app to inventory at Apple, and then Apple sells an app to that customer. That customer has a purchasing relationship with Apple. So if",15942
389,10,2025-07-14_Lex Fridman Podcast__474 _ DHH_ Future of Programming_ AI_ Ruby on Rails_ Productivity _ Parenting.txt,Lex Fridman Podcast 474 DHH Future of Programming AI Ruby on Rails Productivity Parenting,78,"moved to Chicago, all I had on the floor was a mattress and then I bought this big TV and I didn't even mount it. And then I had a stack of DVDs. And I was basically, I was working a lot of time and t",15987
166,5,2025-07-19_All-In with Chamath_ Jason_ Sacks _ Friedberg_Trump vs Powell_ Solving the Debt Crisis_ The _10T AGI Prize_ GENIUS Act Becomes Law.txt,All In with Chamath Jason Sacks Friedberg Trump vs Powell Solving the Debt Crisis The 10T AGI Prize GENIUS Act Becomes Law,20,or Elizabeth Warren will stop it or just all the status quo players who could get disrupted by blockchain based technology will somehow find a way to stop it. And that didn't happen. Like we've actual,15988
547,14,2025-06-19_Latent Space_ The AI Engineer Podcast_Scaling Test Time Compute to Multi-Agent Civilizations _ Noam Brown_ OpenAI.txt,Latent Space The AI Engineer Podcast Scaling Test Time Compute to Multi Agent Civilizations Noam Brown OpenAI,11,pretty openly that we want to move to a world where there is a single unified model and in that world you shouldn't need a router on top of the model. So I think that the router issue will eventually ,15993
565,14,2025-06-19_Latent Space_ The AI Engineer Podcast_Scaling Test Time Compute to Multi-Agent Civilizations _ Noam Brown_ OpenAI.txt,Latent Space The AI Engineer Podcast Scaling Test Time Compute to Multi Agent Civilizations Noam Brown OpenAI,29,like kind of hacky things to get them to adapt but you know they're not they're not very principled they're not they don't work super well y okay any grad students listening uh if you want to work on ,16007
598,15,2025-07-14_Minus One_Alexandr Wang_ Scale AI_ _ the Startup Hunger Games.txt,Minus One Alexandr Wang Scale AI the Startup Hunger Games,19,really like Vogue and in Trend but then it turns out that that was just a stupid idea so um I think that's like the that's like the Hallmark and AI obviously has gone through many ups and downs and yo,15957
371,10,2025-07-14_Lex Fridman Podcast__474 _ DHH_ Future of Programming_ AI_ Ruby on Rails_ Productivity _ Parenting.txt,Lex Fridman Podcast 474 DHH Future of Programming AI Ruby on Rails Productivity Parenting,60,"optimal performance out of the table. Okay, based on the actual way that that table is used. So I mean, I think that pushes to the point that like there is value in learning in understanding SQL. I wo",15992
683,18,2025-07-06_Signals and Threads_An inside look at Jane Street_s tech internship with Jeanne Van Briesen_ Matt Else_ and Grace Zhang.txt,Signals and Threads An inside look at Jane Street s tech internship with Jeanne Van Briesen Matt Else and Grace Zhang,4,first I think week or so of the internship we did like an oam boot camp which is a way to help people learn the kinds of tools and the language that we use at Jane Street which I think is pretty excit,15997
15,1,2025-06-17_Software Engineering Daily_NVIDIA_s Agentic AI for Container Security with Amanda Saunders and Allan Enemark.txt,Software Engineering Daily NVIDIA s Agentic AI for Container Security with Amanda Saunders and Allan Enemark,14,question if you're using the apis that are hosted on build. nvidia.com you're actually actually accessing those models running on dgx which is our most powerful infrastructure that's out there so you',15956
170,5,2025-07-19_All-In with Chamath_ Jason_ Sacks _ Friedberg_Trump vs Powell_ Solving the Debt Crisis_ The _10T AGI Prize_ GENIUS Act Becomes Law.txt,All In with Chamath Jason Sacks Friedberg Trump vs Powell Solving the Debt Crisis The 10T AGI Prize GENIUS Act Becomes Law,24,Pennsylvania is I think it's the number two energy producing state in the US. It has tremendous amounts of natural gas. They feel like they can expand that. I think there's been a lot of fracking in t,15979
217,6,2025-06-21_All-In with Chamath_ Jason_ Sacks _ Friedberg_IPOs and SPACs are Back_ Mag 7 Showdown_ Zuck on Tilt_ Apple_s Fumble_ GENIUS Act passes Senate.txt,All In with Chamath Jason Sacks Friedberg IPOs and SPACs are Back Mag 7 Showdown Zuck on Tilt Apple s Fumble GENIUS Act passes Senate,33,their team. And then a lot of what's happening in the background is the third piece they're doing is they're starting to uh do rollups and people are starting to talk about how can we take you know 20,16032
620,16,2025-06-04_All-In with Chamath_ Jason_ Sacks _ Friedberg_Jared Isaacman_ What went wrong at NASA _ The All-In Interview.txt,All In with Chamath Jason Sacks Friedberg Jared Isaacman What went wrong at NASA The All In Interview,14,It's so frustrating to hear that. I think this does play into um why China is is really just moving at at lightning speed right now. They have this immense second mover advantage that is um that is cr,16032
379,10,2025-07-14_Lex Fridman Podcast__474 _ DHH_ Future of Programming_ AI_ Ruby on Rails_ Productivity _ Parenting.txt,Lex Fridman Podcast 474 DHH Future of Programming AI Ruby on Rails Productivity Parenting,68,"why I get to be so fond of having no managers at Basecamp, because our default team size is two. One programmer, one designer, one feature. When you're operating at that level of scale, you don't need",16021
56,3,2025-06-13_All-In with Chamath_ Jason_ Sacks _ Friedberg_ICE Raids_ LA Riots_ Strong Economic Data_ Politicized Fed_ Iran War with Tucker Carlson.txt,All In with Chamath Jason Sacks Friedberg ICE Raids LA Riots Strong Economic Data Politicized Fed Iran War with Tucker Carlson,10,"if you keep doing that. That's too much. It's too offensive. Got it. So I think we all agree no violence on cops, shut the southern border and giving crazy amount. Let me just think the National Guard",15986
666,17,2025-07-11_All-In with Chamath_ Jason_ Sacks _ Friedberg_Grok 4 Wows_ The Bitter Lesson_ Elon_s Third Party_ AI Browsers_ SCOTUS backs POTUS on RIFs.txt,All In with Chamath Jason Sacks Friedberg Grok 4 Wows The Bitter Lesson Elon s Third Party AI Browsers SCOTUS backs POTUS on RIFs,28,parties absorb the lesson of political science. Unfortunately I studied political science. I wasted kind of my college years and instead of saying CS and you know maybe then I'd be coding stuff and do,16010
297,9,2025-06-19_All-In with Chamath_ Jason_ Sacks _ Friedberg_Tony Robbins _ All-In Live from Miami.txt,All In with Chamath Jason Sacks Friedberg Tony Robbins All In Live from Miami,12,"as they're concerned. I'm sure the scale. But you know what's nice now is I have virtually every psychological leader out of maybe a dozen of them have endorsed what we do. In fact, now therapists in ",15980
447,10,2025-07-14_Lex Fridman Podcast__474 _ DHH_ Future of Programming_ AI_ Ruby on Rails_ Productivity _ Parenting.txt,Lex Fridman Podcast 474 DHH Future of Programming AI Ruby on Rails Productivity Parenting,136,"to find a new keyboard, I had to find everything. And I thought like, all right, let me give mechanical keyboards a try. And I gave quite a few of them a try. The Keychron is one of the big brands in ",15982
318,10,2025-07-14_Lex Fridman Podcast__474 _ DHH_ Future of Programming_ AI_ Ruby on Rails_ Productivity _ Parenting.txt,Lex Fridman Podcast 474 DHH Future of Programming AI Ruby on Rails Productivity Parenting,7,"all these friends from these demo parties. And I started working with them on creating gaming websites. I'd rather buy the video games, I'd review him. This was another good way of getting new video g",16020
189,6,2025-06-21_All-In with Chamath_ Jason_ Sacks _ Friedberg_IPOs and SPACs are Back_ Mag 7 Showdown_ Zuck on Tilt_ Apple_s Fumble_ GENIUS Act passes Senate.txt,All In with Chamath Jason Sacks Friedberg IPOs and SPACs are Back Mag 7 Showdown Zuck on Tilt Apple s Fumble GENIUS Act passes Senate,5,his VR efforts that didn't work out so well. Here's a 30 secondond clip of Sam Alman talking about this on his brother Jack's podcast uncapped. They started making these like giant offers to uh you kn,15983
408,10,2025-07-14_Lex Fridman Podcast__474 _ DHH_ Future of Programming_ AI_ Ruby on Rails_ Productivity _ Parenting.txt,Lex Fridman Podcast 474 DHH Future of Programming AI Ruby on Rails Productivity Parenting,97,"with that person, I wanna work on that person's code when I have to see it again in five years to fix some damn bug. So we're gonna give you a programming test that simulates the way we work for real ",16018
227,6,2025-06-21_All-In with Chamath_ Jason_ Sacks _ Friedberg_IPOs and SPACs are Back_ Mag 7 Showdown_ Zuck on Tilt_ Apple_s Fumble_ GENIUS Act passes Senate.txt,All In with Chamath Jason Sacks Friedberg IPOs and SPACs are Back Mag 7 Showdown Zuck on Tilt Apple s Fumble GENIUS Act passes Senate,43,ago. Who here believes that in 5 years Microsoft will have more employees than it does today? More. I'm going to say the same. I think they'll have just about 250 plus or minus 10%. I don't think if I,15952
9,1,2025-06-17_Software Engineering Daily_NVIDIA_s Agentic AI for Container Security with Amanda Saunders and Allan Enemark.txt,Software Engineering Daily NVIDIA s Agentic AI for Container Security with Amanda Saunders and Allan Enemark,8,kind of good prompting and stuff like that into something that LMS can just Digest usually you'd have to even do the pre-processing back to more data analytics days to get it in a way that you could d,16016
80,3,2025-06-13_All-In with Chamath_ Jason_ Sacks _ Friedberg_ICE Raids_ LA Riots_ Strong Economic Data_ Politicized Fed_ Iran War with Tucker Carlson.txt,All In with Chamath Jason Sacks Friedberg ICE Raids LA Riots Strong Economic Data Politicized Fed Iran War with Tucker Carlson,34,reoccurring story just on but you know if if he had done the right thing in the summer of 2021 we would never would have had that bubble at the end of 2021. Yeah. Remember and that that basically crea,15947
821,22,2025-05-31_All-In with Chamath_ Jason_ Sacks _ Friedberg_AI Doom vs Boom_ EA Cult Returns_ BBB Upside_ US Steel and Golden Votes.txt,All In with Chamath Jason Sacks Friedberg AI Doom vs Boom EA Cult Returns BBB Upside US Steel and Golden Votes,20,"are tools now that are telling you this is these are the most productive people in the organization. Shath just outlined who's shipping the most etc. who's using the tools. And then people are saying,",15975
619,16,2025-06-04_All-In with Chamath_ Jason_ Sacks _ Friedberg_Jared Isaacman_ What went wrong at NASA _ The All-In Interview.txt,All In with Chamath Jason Sacks Friedberg Jared Isaacman What went wrong at NASA The All In Interview,13,"inside NASA or the government. There is so many layers of management. Everybody's got a deputy. It's crazy. I would have deleted all that. Like not that not the people don't need to go, but they need ",15992
837,22,2025-05-31_All-In with Chamath_ Jason_ Sacks _ Friedberg_AI Doom vs Boom_ EA Cult Returns_ BBB Upside_ US Steel and Golden Votes.txt,All In with Chamath Jason Sacks Friedberg AI Doom vs Boom EA Cult Returns BBB Upside US Steel and Golden Votes,36,"small modular reactors. The reality is that if you get everything permitted and you believe the technology can be derisked, you're still in a 2035 plus time frame. You're a decade away. If you have an",15983
160,5,2025-07-19_All-In with Chamath_ Jason_ Sacks _ Friedberg_Trump vs Powell_ Solving the Debt Crisis_ The _10T AGI Prize_ GENIUS Act Becomes Law.txt,All In with Chamath Jason Sacks Friedberg Trump vs Powell Solving the Debt Crisis The 10T AGI Prize GENIUS Act Becomes Law,14,"your calculations like just has a back of the envelope, you know, kind of scratch. They seem reasonable to me. the trillion dollars a year in revenue because of AI seems quite reasonable when you fram",15975
682,18,2025-07-06_Signals and Threads_An inside look at Jane Street_s tech internship with Jeanne Van Briesen_ Matt Else_ and Grace Zhang.txt,Signals and Threads An inside look at Jane Street s tech internship with Jeanne Van Briesen Matt Else and Grace Zhang,3,all programmed specifically in oaml before coming here whereas I think in reality if you sample incoming interns a quite solid majority I think haven't done any functional programming at all which is ,15943
205,6,2025-06-21_All-In with Chamath_ Jason_ Sacks _ Friedberg_IPOs and SPACs are Back_ Mag 7 Showdown_ Zuck on Tilt_ Apple_s Fumble_ GENIUS Act passes Senate.txt,All In with Chamath Jason Sacks Friedberg IPOs and SPACs are Back Mag 7 Showdown Zuck on Tilt Apple s Fumble GENIUS Act passes Senate,21,"companies. It's just and it's happening to Apple. So, we should just not sweat it and move on. I don't know. Thomas, what are your thoughts? I mean, it's kind of shocking with all that cash and they d",15971
369,10,2025-07-14_Lex Fridman Podcast__474 _ DHH_ Future of Programming_ AI_ Ruby on Rails_ Productivity _ Parenting.txt,Lex Fridman Podcast 474 DHH Future of Programming AI Ruby on Rails Productivity Parenting,58,"Application Architecture."" One of the greatest books for anyone working on business systems. And if you had not read it, you must pick it up immediately. ""Patterns of Enterprise Application Architectu",15972
85,3,2025-06-13_All-In with Chamath_ Jason_ Sacks _ Friedberg_ICE Raids_ LA Riots_ Strong Economic Data_ Politicized Fed_ Iran War with Tucker Carlson.txt,All In with Chamath Jason Sacks Friedberg ICE Raids LA Riots Strong Economic Data Politicized Fed Iran War with Tucker Carlson,39,"things and 50 votes for other things. I mean, it's all just seems kind of random when you're an outsider. But those aren't the rules is they've got these crazy bird rules and once a year you get to do",15973
540,14,2025-06-19_Latent Space_ The AI Engineer Podcast_Scaling Test Time Compute to Multi-Agent Civilizations _ Noam Brown_ OpenAI.txt,Latent Space The AI Engineer Podcast Scaling Test Time Compute to Multi Agent Civilizations Noam Brown OpenAI,4,like a great example. Can you maybe talk about if there's something that people are missing? You know I feel like I hear that repeated a lot. It's like you know it's easier to do encoding and math but,16012
726,19,2025-06-03_All-In with Chamath_ Jason_ Sacks _ Friedberg_Miami Mayor Francis Suarez_ The Recipe for Creating America_s Happiest City _ All-In Live from Miami.txt,All In with Chamath Jason Sacks Friedberg Miami Mayor Francis Suarez The Recipe for Creating America s Happiest City All In Live from Miami,12,"event. It's the All-In Summit in Los Angeles. Fourth year for All-In Summit. Go to allin.com/events to apply. A very special thanks to our new partner, OKX, the new money app. OKX was the sponsor of t",15968
646,17,2025-07-11_All-In with Chamath_ Jason_ Sacks _ Friedberg_Grok 4 Wows_ The Bitter Lesson_ Elon_s Third Party_ AI Browsers_ SCOTUS backs POTUS on RIFs.txt,All In with Chamath Jason Sacks Friedberg Grok 4 Wows The Bitter Lesson Elon s Third Party AI Browsers SCOTUS backs POTUS on RIFs,8,"the bitter lesson. The bitter Yeah, we're going to get to that, I guess, today in a very full docket. Before we get to that, just a little bit of housekeeping here. September 7th, 8th, 9th in Los Ange",15999
481,11,2025-05-29_All-In with Chamath_ Jason_ Sacks _ Friedberg_Nico Rosberg on the Booming Business of F1 _ All-In Live from Miami.txt,All In with Chamath Jason Sacks Friedberg Nico Rosberg on the Booming Business of F1 All In Live from Miami,7,the valuation curve still being climbed? There's still a lot of uh there's still a lot of upside at the moment because this growth has just happened in the last 5 years. Yeah. And there's still I mean,15978
58,3,2025-06-13_All-In with Chamath_ Jason_ Sacks _ Friedberg_ICE Raids_ LA Riots_ Strong Economic Data_ Politicized Fed_ Iran War with Tucker Carlson.txt,All In with Chamath Jason Sacks Friedberg ICE Raids LA Riots Strong Economic Data Politicized Fed Iran War with Tucker Carlson,12,immigration when you hand people stuff and give them preference when they arrive. And we don't talk enough about what that actually looks like. We spend a lot more than 20 grand a person right now in ,16013
2,1,2025-06-17_Software Engineering Daily_NVIDIA_s Agentic AI for Container Security with Amanda Saunders and Allan Enemark.txt,Software Engineering Daily NVIDIA s Agentic AI for Container Security with Amanda Saunders and Allan Enemark,1,and this is kind of the team working around cyber security cyber security issues and yeah been it feels a bit unreal to say it but at Nvidia for about 7 years now joined on as a data Vis person on Rap,15954
450,10,2025-07-14_Lex Fridman Podcast__474 _ DHH_ Future of Programming_ AI_ Ruby on Rails_ Productivity _ Parenting.txt,Lex Fridman Podcast 474 DHH Future of Programming AI Ruby on Rails Productivity Parenting,139,"you did for many, many years. You used, what is it? TextMate. - Yes, TextMate. - TextMate, yeah. - That was actually, that was the main blocker of moving away from Apple. Everything else I thought, do",16029
775,21,2025-07-07_The Top Shelf_Chris Lattner_ Creator of LLVM_ Swift_ and Mojo.txt,The Top Shelf Chris Lattner Creator of LLVM Swift and Mojo,8,of code and then move one class over right and so now you have that's cool that's really cool yeah whole whole thing in Objective C and I'm going to write some new feature in Swift right and so this i,15974
744,20,2025-07-04_All-In with Chamath_ Jason_ Sacks _ Friedberg_Big Beautiful Bill_ Elon_Trump_ Dollar Down Big_ Harvard_s Money Problems_ Figma IPO.txt,All In with Chamath Jason Sacks Friedberg Big Beautiful Bill Elon Trump Dollar Down Big Harvard s Money Problems Figma IPO,17,"Congress. And if you guys remember from the beginning, I said Doge isn't going to be it. As much as Elon can identify and resolve to a better way of operating the federal government's agencies, you ca",15980
675,17,2025-07-11_All-In with Chamath_ Jason_ Sacks _ Friedberg_Grok 4 Wows_ The Bitter Lesson_ Elon_s Third Party_ AI Browsers_ SCOTUS backs POTUS on RIFs.txt,All In with Chamath Jason Sacks Friedberg Grok 4 Wows The Bitter Lesson Elon s Third Party AI Browsers SCOTUS backs POTUS on RIFs,37,"had to put together a plan. The plan failed. Everybody's fired. We're starting over. Like, you should be allowed to do that. How are we going to have an efficient government? Some of these departments",16047
515,13,2025-07-06_Signals and Threads_Python_ OCaml_ and Machine Learning with Laurent Mazare.txt,Signals and Threads Python OCaml and Machine Learning with Laurent Mazare,8,thing about dynamically typed languages is that you get to skip that negotiation step entirely if your program works in the particular context on the data that you happen to be running on then you don,15930
470,10,2025-07-14_Lex Fridman Podcast__474 _ DHH_ Future of Programming_ AI_ Ruby on Rails_ Productivity _ Parenting.txt,Lex Fridman Podcast 474 DHH Future of Programming AI Ruby on Rails Productivity Parenting,159,"poor people and I'd rather be a miserable, anxious, rich person than a poor person. But it isn't this magic wand that make everything go away. And that's again, one of those insights just like having ",15968
398,10,2025-07-14_Lex Fridman Podcast__474 _ DHH_ Future of Programming_ AI_ Ruby on Rails_ Productivity _ Parenting.txt,Lex Fridman Podcast 474 DHH Future of Programming AI Ruby on Rails Productivity Parenting,87,"not denying that. I'm pushing back on the idea that for a company of our size saving $2 million a year on our infrastructure bill, which is about somewhere between half to two thirds goes directly to ",16005
484,11,2025-05-29_All-In with Chamath_ Jason_ Sacks _ Friedberg_Nico Rosberg on the Booming Business of F1 _ All-In Live from Miami.txt,All In with Chamath Jason Sacks Friedberg Nico Rosberg on the Booming Business of F1 All In Live from Miami,10,"right? Yes. Industrials, I would industrials, I think there's tremendous skill. Yeah. outside of industrials I think it's hard. Yeah. So we have the we have the problems with regulatory frameworks bei",15999
420,10,2025-07-14_Lex Fridman Podcast__474 _ DHH_ Future of Programming_ AI_ Ruby on Rails_ Productivity _ Parenting.txt,Lex Fridman Podcast 474 DHH Future of Programming AI Ruby on Rails Productivity Parenting,109,"go back to being a beginner. They don't wanna go back to having to relearn everything. And I think like, ah, this is a little hard for me at 45. How the hell do you do that at 75? - I have to come bac",15995
448,10,2025-07-14_Lex Fridman Podcast__474 _ DHH_ Future of Programming_ AI_ Ruby on Rails_ Productivity _ Parenting.txt,Lex Fridman Podcast 474 DHH Future of Programming AI Ruby on Rails Productivity Parenting,137,"I have come to realize that as a web developer, Linux is just better. Linux is just better. It's closer to what I deploy on. The tooling is actually phenomenal. And if you spend a bit of time setting ",16021
361,10,2025-07-14_Lex Fridman Podcast__474 _ DHH_ Future of Programming_ AI_ Ruby on Rails_ Productivity _ Parenting.txt,Lex Fridman Podcast 474 DHH Future of Programming AI Ruby on Rails Productivity Parenting,50,"anyway, that it was just all natural language that even my clumsy way of formulating a question could result in a beautiful, succinct answer. That actually to me is a much more appealing vision that t",15993
491,12,2025-06-18_Y Combinator Startup Podcast_Cursor CEO_ Going Beyond Code_ Superintelligent AI Agents And Why Taste Still Matters.txt,Y Combinator Startup Podcast Cursor CEO Going Beyond Code Superintelligent AI Agents And Why Taste Still Matters,5,need a different way for them to interface and so one potential UI there is you know an evolution of programming languages to be something that's higher level another is maybe direct manipulation of t,15983
34,2,2025-06-17_SED News_ Corporate Spies_ Postgres_ and the Weird Life of Devs Right Now.txt,SED News Corporate Spies Postgres and the Weird Life of Devs Right Now,10,"contributing in that way. And then I think with SREs, I don't think anybody loves getting woken up at two in the morning because a page - and then sort of starting with a blank page, other than the fa",16008
